Date,Value
4/11/18,17.820
4/12/18,18.087
4/13/18,17.007
4/14/18,5.325
4/15/18,6.246
4/16/18,6.262
4/17/18,8.128
4/18/18,15.643
4/19/18,17.280
4/20/18,16.967
4/21/18,15.324
4/22/18,16.926
4/23/18,15.645
4/24/18,14.898
4/25/18,13.700
4/26/18,15.022
4/27/18,11.774
4/28/18,12.668
4/29/18,14.657
4/30/18,14.583
5/1/18,12.360
5/2/18,7.487
5/3/18,13.061
5/4/18,13.992
5/5/18,11.326
5/6/18,9.967
5/7/18,7.206
5/8/18,7.325
5/9/18,5.800
5/10/18,14.455
5/11/18,12.665
5/12/18,14.302
5/13/18,10.943
5/14/18,13.258
5/15/18,13.885
5/16/18,9.150
5/17/18,7.772
5/18/18,9.387
5/19/18,7.906
5/20/18,15.752
5/21/18,15.379
5/22/18,14.870
5/23/18,12.090
5/24/18,13.864
5/25/18,4.603
5/26/18,6.273
5/27/18,12.414
5/28/18,12.085
5/29/18,11.645
5/30/18,13.573
5/31/18,13.075
6/1/18,8.868
6/2/18,3.360
6/3/18,2.853
6/4/18,2.559
6/5/18,3.276
6/6/18,7.472
6/7/18,2.148
6/8/18,14.579
6/9/18,11.046
6/10/18,8.703
6/11/18,11.356
6/12/18,2.995
6/13/18,8.085
6/14/18,2.582
6/15/18,1.239
